22	17380	0.0189430613	23184	0.0194285854	22934	0.0233777483	22876	0.0234917363	22911	0.0247812086	17372	0.0249908325	22870	0.0252890445	22927	0.0291190613	23001	0.0302398651	23229	0.0314059103
23	22956	0.0192321126	23035	0.0243662294	22802	0.0269395103	22915	0.0275609015	22750	0.0277521061	22876	0.0277880924	22818	0.0282558846	22754	0.0298325435	22893	0.0312014670	22770	0.0333343718
24	200	0.0512075490	534	0.0517830625	130	0.0547608276	210	0.0559288932	83	0.0577323923	33	0.0645982617	446	0.0675566100	238	0.0706040678	697	0.0708919153	4	0.0714774955
25	17344	0.0089126933	14714	0.0249544721	17360	0.0266588553	17361	0.0267679605	17338	0.0271009944	17355	0.0279370911	17347	0.0312644245	14796	0.0316435276	14746	0.0321266839	17323	0.0339844064
26	23312	0.0125765943	23296	0.0158989187	23278	0.0173361849	23387	0.0196016913	23417	0.0227483462	17557	0.0239971710	17574	0.0248035014	23332	0.0252269652	23403	0.0262261842	23201	0.0286926840
27	165	0.0242235360	209	0.0248120882	36	0.0318685106	203	0.0340619192	39	0.0423550190	23123	0.0429335418	472	0.0433439110	26	0.0455717076	186	0.0475068518	5	0.0497747682
28	17754	0.0081112883	15346	0.0160768491	17766	0.0166195573	15054	0.0172306540	15546	0.0173281654	15142	0.0193075128	15299	0.0205856744	17735	0.0210478271	15576	0.0234142345	17687	0.0241690129
29	17282	0.0166374158	21201	0.0211554262	21200	0.0297044221	21240	0.0307028092	14635	0.0365144453	21135	0.0371859580	14720	0.0399340725	21125	0.0411193363	17274	0.0412191020	17350	0.0416490285
30	21934	0.0134454734	21855	0.0142311445	21820	0.0148569210	21940	0.0159540036	14166	0.0221700604	21846	0.0226148213	22008	0.0255516338	14178	0.0278236298	14206	0.0291837916	22107	0.0294762520
31	18005	0.0118082727	14161	0.0185080711	21926	0.0185830410	21878	0.0205702023	17897	0.0218041349	21928	0.0248069741	21827	0.0252259713	18238	0.0255247318	18296	0.0269532632	18097	0.0272591231
32	17611	0.0155781159	17616	0.0223060985	23380	0.0230481277	17663	0.0236708027	17692	0.0244666500	17653	0.0273522367	23295	0.0275143436	17528	0.0288678006	23248	0.0291248570	23267	0.0298226998
33	174	0.0526994680	95	0.0560184841	670	0.0668696320	100	0.0684626018	445	0.0688758934	299	0.0696581967	539	0.0702229986	61	0.0715527972	557	0.0719123827	23120	0.0728573481
34	22997	0.0314404948	22942	0.0359687842	22958	0.0424896186	22929	0.0438570199	23015	0.0456890456	23097	0.0470327108	23063	0.0475802186	23011	0.0492736602	22834	0.0507008274	23010	0.0522221454
35	17748	0.0141985720	17656	0.0169887579	17655	0.0184419546	17788	0.0187678791	17672	0.0203091445	17769	0.0206810171	17825	0.0207330006	17849	0.0225374241	17782	0.0229292249	17615	0.0241506238
36	22275	0.0108890216	17407	0.0124597524	22228	0.0134984877	17462	0.0170456158	17542	0.0172575767	22216	0.0177093799	17423	0.0187203217	17526	0.0200881358	17571	0.0204469995	22215	0.0215581698
37	169	0.0077804486	171	0.0097933080	234	0.0219171133	145	0.0261087624	23521	0.0261862258	433	0.0290259742	133	0.0303136139	440	0.0307341910	23502	0.0331570340	597	0.0341283150
38	22955	0.0349447495	22853	0.0393494223	22891	0.0409940091	22868	0.0417373094	23105	0.0417547503	23045	0.0420920596	22897	0.0435716409	22899	0.0446643687	22953	0.0448812573	22932	0.0472203789
39	23035	0.0070896306	23088	0.0159328223	22956	0.0159664511	22915	0.0215454393	23067	0.0217848631	22893	0.0259463094	22999	0.0260945639	23149	0.0288513830	23041	0.0312012783	23145	0.0319606429
40	17703	0.0131191363	17715	0.0192351993	14897	0.0220304742	17464	0.0257855648	14920	0.0259823304	17517	0.0278798122	14859	0.0280745578	17456	0.0281393545	17762	0.0289472353	14950	0.0297468210
41	22510	0.0239893988	22497	0.0246312888	22534	0.0254783047	22604	0.0281957847	22636	0.0286647392	22546	0.0300726692	22518	0.0327005103	22617	0.0335145736	22727	0.0343992845	22592	0.0373779618
42	54	0.0106689412	15674	0.0197898533	17801	0.0268526967	17811	0.0273671397	17784	0.0303355893	23410	0.0312669438	23521	0.0327403089	15525	0.0338970089	112	0.0346513210	17810	0.0350310958
43	22359	0.0336415268	22425	0.0419007654	22368	0.0432971320	16765	0.0474966486	16708	0.0477316147	16705	0.0485425627	22330	0.0486850431	16759	0.0488454904	16732	0.0494199440	22440	0.0506953246
44	22380	0.0279648086	22316	0.0367820711	22367	0.0401592392	22390	0.0408414192	22403	0.0462650845	16688	0.0481225686	16725	0.0482399484	16699	0.0488275070	22371	0.0500185137	16668	0.0503560979
45	17754	0.0154151494	17733	0.0155851236	15142	0.0192264226	15054	0.0201213272	14986	0.0213993980	15315	0.0224726399	15574	0.0230192664	15000	0.0256666891	17729	0.0264816345	15055	0.0274610340
46	22808	0.0363196772	22658	0.0376089304	22735	0.0389854263	22737	0.0422301287	22794	0.0422320193	22866	0.0436219785	22838	0.0450321960	22656	0.0458447287	22822	0.0467603066	22552	0.0468991228
47	14732	0.0099835612	14757	0.0131916375	14800	0.0164615940	14776	0.0248404479	14666	0.0266542698	14790	0.0275136525	14801	0.0275466763	14664	0.0278782767	14689	0.0280407526	14753	0.0290040949
48	63	0.0605202891	37	0.0668496981	193	0.0676124391	27	0.0682073335	237	0.0702722552	124	0.0710221601	334	0.0717033888	521	0.0731771297	176	0.0732033990	23142	0.0732730892
49	14792	0.0202258624	14814	0.0219914837	22013	0.0233201645	22267	0.0246026462	22245	0.0274351360	14799	0.0282228330	21945	0.0294978236	21968	0.0297583023	22223	0.0313457013	21936	0.0318305292
50	80	0.0386387389	58	0.0399916614	42	0.0400748607	17	0.0408956141	14	0.0412391827	11	0.0429281727	85	0.0461474875	10	0.0463987637	204	0.0477411630	31	0.0500949804
51	14204	0.0049635245	21919	0.0187685849	14149	0.0197091570	18096	0.0197754793	21836	0.0214260485	14138	0.0236723222	21811	0.0238967677	17893	0.0247882785	21844	0.0250677326	21838	0.0262820849
52	178	0.0113285447	62	0.0152058494	382	0.0311315101	141	0.0366549667	13	0.0370989931	23136	0.0374985341	9	0.0375604249	78	0.0375809702	23419	0.0382571435	23467	0.0397767126
53	22967	0.0748275644	23033	0.0780843282	22858	0.0797512453	22836	0.0809285031	23058	0.0829225602	22800	0.0841473219	23089	0.0853117217	22909	0.0858812733	22998	0.0863522780	22914	0.0868348970
54	368	0.0157715147	143	0.0159958666	112	0.0203749682	245	0.0225561416	474	0.0228482149	133	0.0230079154	492	0.0237661627	379	0.0243366291	423	0.0244829393	359	0.0256106148
55	189	0.0234025982	98	0.0331855866	34	0.0343328240	202	0.0380744643	23149	0.0405193159	23145	0.0434257995	655	0.0530175325	35	0.0536213889	23495	0.0547072323	23489	0.0552143746
56	14794	0.0129155932	14709	0.0167315855	14693	0.0202784083	22032	0.0211008079	14718	0.0213501728	14670	0.0245341937	14680	0.0247454777	14768	0.0256659787	14697	0.0277031886	14820	0.0298222144
57	22464	0.0190253854	22746	0.0198586054	22443	0.0202425407	22697	0.0215239642	22501	0.0235066976	22416	0.0250982950	22500	0.0251114412	22710	0.0259553757	22553	0.0262141235	22600	0.0263158422
58	22774	0.0184393732	22865	0.0186461354	22885	0.0195182355	22771	0.0217895827	23029	0.0223994518	22766	0.0235305303	22974	0.0250336088	22909	0.0263024418	22728	0.0263984990	22830	0.0275140519
59	221	0.0185997647	362	0.0221142537	173	0.0339148366	330	0.0385198836	130	0.0388340871	200	0.0409184162	46	0.0409756554	164	0.0424332799	768	0.0425778700	627	0.0448614937
60	22387	0.0029200098	22344	0.0093276101	22424	0.0116882351	22415	0.0116900497	22440	0.0151084480	22325	0.0171611719	22480	0.0181028211	22477	0.0183004907	22300	0.0195569552	22444	0.0207467253
61	17341	0.0151979503	22515	0.0197686541	22444	0.0199080116	22424	0.0276338345	17291	0.0284734114	17364	0.0286240826	22547	0.0294847194	22480	0.0337461419	22409	0.0338333374	17322	0.0353308306
62	23377	0.0109256439	23392	0.0146012889	23245	0.0164472186	23287	0.0176428784	23344	0.0176858650	23398	0.0200746018	23261	0.0201997669	17777	0.0238667922	23276	0.0243933895	23234	0.0249076476
63	15799	0.0197580112	60	0.0198547272	15635	0.0245114881	15545	0.0282136883	17795	0.0291577981	15531	0.0328268554	15333	0.0331691027	333	0.0361426579	127	0.0365446237	15820	0.0370887943
64	22395	0.0283503160	22411	0.0284467735	22385	0.0318052571	22376	0.0339047171	22590	0.0356290722	22350	0.0357827029	22432	0.0360617747	22357	0.0373705829	22686	0.0392906002	22326	0.0396152931
65	17379	0.0187970563	17399	0.0193331381	23189	0.0272003168	14851	0.0273196525	23170	0.0275368021	22966	0.0316511628	22869	0.0348057403	22948	0.0368081525	17352	0.0373199582	23246	0.0373315743
66	15563	0.0150473680	196	0.0186859714	17857	0.0238032097	172	0.0288382249	17844	0.0291034047	17790	0.0291605045	15679	0.0297355536	265	0.0300399145	15659	0.0326006736	15316	0.0329961117
67	147	0.0076160748	179	0.0089494784	212	0.0190254151	185	0.0193410915	195	0.0227677909	161	0.0253311490	250	0.0285936779	23512	0.0296469027	199	0.0314565753	23462	0.0317101121
68	130	0.0980584008	200	0.1008413022	22967	0.1032258618	23033	0.1037485180	83	0.1043073942	4	0.1046074623	33	0.1048937466	46	0.1054552768	23132	0.1064794335	23	0.1071151073
69	15788	0.0120323842	268	0.0129505242	323	0.0167022826	15643	0.0211216187	15867	0.0253294192	15829	0.0292380120	15812	0.0293208601	240	0.0299458921	258	0.0316662214	459	0.0319752444
70	23218	0.0104047522	23268	0.0149469859	23298	0.0183676897	23212	0.0191125961	17389	0.0193560307	23264	0.0210052221	17395	0.0214565883	23228	0.0221463423	23241	0.0245142389	22983	0.0247546255
71	22681	0.0505784474	22597	0.0536726404	22660	0.0545873505	22765	0.0549696825	22606	0.0554690035	22772	0.0556173579	22664	0.0565735375	22856	0.0566100221	22737	0.0567108957	22758	0.0569873169
72	23121	0.0925298894	23148	0.0928901224	299	0.0931578977	23012	0.0932981476	178	0.0942704160	518	0.0976005995	21	0.0977127342	22968	0.0994685493	23137	0.0995869119	23120	0.0996582512
73	23428	0.0230733176	23502	0.0238365813	23437	0.0257979919	23129	0.0294689816	31	0.0299045783	23465	0.0301082735	51	0.0312335762	23466	0.0324685934	190	0.0330912942	23412	0.0337839710
74	17715	0.0050756850	15324	0.0184734153	17703	0.0199247513	15044	0.0244810246	14897	0.0265789216	15347	0.0286596806	17808	0.0296999862	17642	0.0297671842	14985	0.0303854302	15341	0.0317452062
75	23016	0.0390332952	23071	0.0394760062	22978	0.0469922455	23074	0.0495909367	23040	0.0498406897	23080	0.0507739566	22919	0.0516942557	22901	0.0523074341	23123	0.0523410706	23061	0.0528840303
76	22426	0.0259371860	22446	0.0264563144	22528	0.0273282801	22392	0.0328512684	22461	0.0335911671	22525	0.0340890563	22550	0.0348714859	22505	0.0365018756	22372	0.0369139941	22714	0.0382042438
77	22735	0.0414712477	22737	0.0428605140	22606	0.0451599169	22808	0.0454114362	22658	0.0455359319	22597	0.0477530544	22660	0.0487063533	22758	0.0489609331	22656	0.0493373438	22743	0.0521297420
78	263	0.0143088976	219	0.0156725206	271	0.0174557230	329	0.0187778498	331	0.0189061606	563	0.0190286420	495	0.0198722413	401	0.0214416909	465	0.0216499855	393	0.0223140344
79	14830	0.0186720554	23174	0.0188459595	14831	0.0206993526	14829	0.0217530597	17380	0.0248246086	23184	0.0260900300	14825	0.0309809640	22927	0.0315999109	17529	0.0324853635	14805	0.0337305876
80	23018	0.0667318932	22996	0.0676476982	23030	0.0690277229	22975	0.0693194845	23016	0.0709195397	22978	0.0709231367	23123	0.0764484588	23006	0.0789692965	23023	0.0799697462	23059	0.0799977997
81	14731	0.0150210573	17330	0.0168679102	17305	0.0194149674	14724	0.0231958264	17280	0.0305906949	14719	0.0312102790	17297	0.0326855810	17284	0.0340237993	14656	0.0342328427	14657	0.0347027614
82	22942	0.0416760628	23015	0.0432136283	22795	0.0476306498	22857	0.0478966111	22997	0.0478981234	23011	0.0494522795	22773	0.0522916579	22834	0.0526564892	22651	0.0539949988	22929	0.0567247888
83	23440	0.0034214913	23418	0.0124320483	40	0.0149185330	23415	0.0153406648	23348	0.0159657697	23420	0.0161394676	23352	0.0194182738	23431	0.0220626631	23325	0.0239164991	23443	0.0244201912
84	22166	0.0056148136	22093	0.0085731421	22084	0.0130646756	14809	0.0137029605	22151	0.0138569525	22195	0.0138765041	22162	0.0154560001	22186	0.0156022886	22096	0.0164250120	22071	0.0174809045
85	23029	0.0356260759	22909	0.0388197214	22867	0.0436095119	22974	0.0452684290	23116	0.0501638909	22885	0.0502112655	23060	0.0504785121	22992	0.0513369311	22994	0.0514481294	23009	0.0515168319
86	22307	0.0127440740	22338	0.0154801669	22407	0.0173377113	22305	0.0262286376	17288	0.0294914325	22366	0.0296788864	22524	0.0306873080	17325	0.0309389584	22487	0.0322907941	22533	0.0383549868
87	17312	0.0104807760	17316	0.0140767167	22442	0.0158963207	17334	0.0176373686	17337	0.0213805962	22486	0.0224501215	17324	0.0229366739	17304	0.0230039038	17342	0.0264585578	22548	0.0269908176
88	17573	0.0125209518	17607	0.0126951758	17406	0.0175429467	17410	0.0185447766	17554	0.0188451635	17626	0.0194698677	17613	0.0206228277	22250	0.0224489851	17514	0.0232887770	17606	0.0270153109
89	22380	0.0212946917	22622	0.0235937622	22609	0.0243280403	22596	0.0250461213	22367	0.0283246984	22566	0.0289244919	22390	0.0294036830	22628	0.0322835293	22429	0.0324173372	22581	0.0350856767
90	15598	0.0119396700	17827	0.0125859404	15702	0.0134670028	15695	0.0164993275	17794	0.0198779370	15529	0.0199727330	41	0.0215040265	17833	0.0239184857	17746	0.0241293619	15343	0.0241879056
91	17513	0.0149530735	17696	0.0176172305	17447	0.0204380193	17723	0.0217543130	17426	0.0244979810	17546	0.0245307731	17673	0.0245888835	17675	0.0251083713	17593	0.0279668537	17468	0.0282470888
92	178	0.0275038864	62	0.0332205191	382	0.0422783375	23148	0.0470778770	518	0.0481570478	23137	0.0515310954	23136	0.0525672593	141	0.0537962913	9	0.0544481050	13	0.0546202445
93	14707	0.0223371417	14723	0.0233542307	17300	0.0261886475	17295	0.0266951056	22489	0.0270183158	17354	0.0282928242	17278	0.0288285230	22506	0.0328814388	22454	0.0333375675	17279	0.0342691634
94	22119	0.0103261033	21993	0.0119113939	22030	0.0134624821	22024	0.0212698713	22085	0.0223526152	21987	0.0239821685	22185	0.0241634591	22193	0.0262198870	22005	0.0268201009	22237	0.0268499928
95	23250	0.0191490503	23266	0.0195576736	23062	0.0200551759	23025	0.0205379272	22918	0.0213277345	23120	0.0249766785	23066	0.0254257141	23346	0.0262274067	23259	0.0280376770	22875	0.0293183392
96	209	0.0306315209	165	0.0368068554	26	0.0396395595	186	0.0396602709	36	0.0421280060	203	0.0458044403	52	0.0459025218	293	0.0462535254	472	0.0478263887	23123	0.0520369065
97	22711	0.0103895327	22720	0.0122193309	22785	0.0131458173	22652	0.0144552375	22715	0.0162820657	22649	0.0184813359	22613	0.0190024406	22752	0.0192886974	22582	0.0234427381	22705	0.0242770046
98	84	0.0161860691	15645	0.0173712157	17856	0.0237280550	53	0.0238802001	183	0.0239072735	294	0.0256322407	137	0.0267330887	262	0.0283975958	162	0.0287103679	280	0.0287882496
99	45	0.0373915862	170	0.0422108689	23124	0.0527312786	443	0.0531784892	23113	0.0546213681	493	0.0603054796	70	0.0604139979	23426	0.0613700277	571	0.0614493813	23086	0.0629636665
100	496	0.0112634238	335	0.0139334734	513	0.0198559515	619	0.0220940812	334	0.0226455587	408	0.0231837623	502	0.0233522243	318	0.0236866813	514	0.0242941446	587	0.0251839649
101	22875	0.0189396464	22944	0.0221128454	23011	0.0221185314	22857	0.0227584491	22912	0.0260010008	23015	0.0279465884	17387	0.0293472807	23066	0.0295704563	22732	0.0301404557	23024	0.0303631007
102	22585	0.0108774703	22624	0.0125643393	22637	0.0155493415	22750	0.0170032346	22558	0.0206319105	22612	0.0224613776	22627	0.0245682021	22523	0.0248252946	22764	0.0255016622	22508	0.0262037367
103	17774	0.0196661300	23248	0.0216406827	23380	0.0217277281	23369	0.0224364456	23371	0.0228714774	23370	0.0229619887	17611	0.0248229373	23433	0.0251154316	23309	0.0264382174	23295	0.0264951827
104	14689	0.0134964257	14711	0.0149248918	14753	0.0175091282	17348	0.0176415288	14687	0.0181606387	14668	0.0197969983	14713	0.0203538312	14776	0.0213068092	14790	0.0227453718	14801	0.0271569005
105	22897	0.0152827163	23017	0.0220134133	22853	0.0241423199	23014	0.0272290232	22868	0.0295385623	22874	0.0302034073	22778	0.0320179194	22740	0.0325386806	22738	0.0355271268	22755	0.0404867818
106	23	0.0847251962	130	0.0864325653	46	0.0868349008	22967	0.0873325168	23039	0.0879987050	23114	0.0880300673	23036	0.0896385750	30	0.0900114729	221	0.0901356501	23033	0.0907216287
107	28	0.0211362129	23139	0.0249493170	23097	0.0287277296	115	0.0330425746	23063	0.0356663654	23135	0.0361789162	23087	0.0369483171	100	0.0371749677	163	0.0388588651	18	0.0392086930
108	14208	0.0064599328	14180	0.0132766766	14163	0.0176624562	14708	0.0239846071	14094	0.0255443603	14137	0.0265033033	21889	0.0267590607	14639	0.0279049020	14202	0.0280889994	21982	0.0299987460
109	21215	0.0196644061	14127	0.0225569152	14189	0.0236683063	14112	0.0250122786	21909	0.0270656122	21945	0.0280924911	21234	0.0290595829	21936	0.0301888427	14152	0.0304763561	14722	0.0311229434
110	130	0.0222922156	200	0.0255291738	221	0.0273148929	362	0.0300936064	46	0.0334516436	173	0.0437266288	30	0.0461860546	627	0.0474295376	83	0.0478631929	25	0.0481476471
111	14844	0.0191548875	17373	0.0222757825	17400	0.0271296480	14838	0.0281036874	23210	0.0284345266	14820	0.0310354650	14768	0.0319398954	22947	0.0320267348	14802	0.0328751032	22937	0.0338071746
112	23284	0.0150532583	23004	0.0179299055	23324	0.0182619344	22895	0.0224518086	23252	0.0233407106	23300	0.0239482780	23207	0.0242033483	23321	0.0268977640	23282	0.0269098565	23253	0.0272963253
113	23030	0.0101931455	23018	0.0148161493	22996	0.0149417709	23006	0.0162825665	23059	0.0185468699	22976	0.0191449008	22975	0.0206633111	22987	0.0210718999	22978	0.0232665886	23061	0.0245080768
114	17372	0.0157044741	17380	0.0245525366	22876	0.0261061564	23184	0.0300828445	22770	0.0311984232	22911	0.0317649855	22870	0.0321362998	22781	0.0335773698	14824	0.0336380578	14825	0.0346547221
115	22629	0.0479412535	22740	0.0530228164	22477	0.0538631821	22522	0.0552960548	22440	0.0558462856	22614	0.0581803203	22610	0.0589788869	22425	0.0590563780	22480	0.0593568946	22755	0.0606229055
116	22556	0.0103582726	22638	0.0144699588	22507	0.0144964239	22702	0.0148262288	17329	0.0175071793	22670	0.0195615097	22529	0.0221801853	22645	0.0231660699	22657	0.0237235473	17306	0.0258030194
117	23161	0.0201987904	23163	0.0206875024	17535	0.0206949937	23245	0.0238889509	23225	0.0255203636	17463	0.0255952625	17432	0.0262290456	14820	0.0268425211	14852	0.0279532612	17419	0.0279547097
118	17316	0.0059907994	22442	0.0075596422	17312	0.0100370960	22521	0.0119545606	22548	0.0127274418	17334	0.0171979383	22492	0.0178412016	22486	0.0192583886	22549	0.0203882150	22493	0.0213578890
119	15815	0.0128169985	227	0.0138120963	89	0.0148174713	144	0.0158406572	161	0.0213797332	15691	0.0219649381	402	0.0253775520	397	0.0275288426	431	0.0284821961	212	0.0299358442
120	22952	0.0608592472	22920	0.0643911109	22815	0.0645495739	22900	0.0667544067	23009	0.0693811694	22981	0.0717774846	22943	0.0726402277	22873	0.0731137215	22862	0.0732341884	22801	0.0742217455
121	22602	0.0391351490	22626	0.0396651835	22600	0.0412454773	22701	0.0422359203	22716	0.0424124981	22553	0.0436505940	22917	0.0438890174	22887	0.0439534444	22594	0.0442410850	22519	0.0443569216
122	22812	0.0068331786	22907	0.0115602854	22933	0.0158122061	22886	0.0159542868	22895	0.0183808922	22788	0.0184456091	22880	0.0203083921	22939	0.0269189909	22700	0.0292888038	22960	0.0296051118
123	23491	0.0173251051	157	0.0190040030	23443	0.0207312234	155	0.0211219162	180	0.0214197149	74	0.0214951096	194	0.0250907966	23431	0.0252010958	78	0.0252784433	23399	0.0253920923
124	17456	0.0128584682	17464	0.0132714154	17433	0.0200476219	14859	0.0208433486	17579	0.0224636355	17599	0.0227412078	17517	0.0228021232	14897	0.0274932862	17703	0.0278311962	14862	0.0280471419
125	197	0.0105616334	224	0.0137399158	99	0.0142257745	140	0.0163918198	67	0.0186733049	325	0.0208437877	213	0.0215536834	256	0.0217904159	139	0.0237200828	273	0.0247142386
126	22346	0.0194817841	22405	0.0223397317	22383	0.0311127352	22320	0.0321024746	22301	0.0355138203	16749	0.0359347910	22377	0.0386663435	16733	0.0416414537	22582	0.0417859860	22306	0.0436652303
127	23184	0.0071744372	22927	0.0158522090	22934	0.0162011695	17380	0.0164724508	14831	0.0252479330	14829	0.0260544877	14830	0.0263151725	22870	0.0320880200	23174	0.0323107610	14825	0.0340461290
128	22595	0.0364878062	22483	0.0407216020	22565	0.0423824007	22684	0.0443963320	22768	0.0466274771	22709	0.0470935420	22632	0.0476370777	22855	0.0484673772	22476	0.0486398755	22724	0.0491109820
129	14751	0.0241215255	14781	0.0250549220	14704	0.0277615611	14749	0.0288996350	17365	0.0323416704	14764	0.0323721991	14815	0.0333808805	14674	0.0338297928	17367	0.0341380783	14701	0.0349212625
130	22806	0.0068855844	22832	0.0136607932	22940	0.0147691084	22878	0.0210486995	22961	0.0215284849	22877	0.0218626323	22739	0.0235208780	22856	0.0238115387	22765	0.0243510909	22798	0.0246040262
131	17307	0.0175629396	16782	0.0302931706	17301	0.0309072456	22334	0.0320457517	17275	0.0326164688	17314	0.0328146162	17303	0.0329597285	17294	0.0346191622	22441	0.0366919716	21228	0.0370489687
132	23136	0.0137797122	62	0.0172142707	9	0.0198385826	13	0.0203017102	23093	0.0219374377	23419	0.0228809117	23099	0.0262037199	12	0.0272727695	23101	0.0290584314	23076	0.0296666078
133	628	0.0164649402	446	0.0168593633	499	0.0168958983	238	0.0179765389	195	0.0217776073	385	0.0223516020	455	0.0237861530	697	0.0239814944	748	0.0252030364	212	0.0255725065
134	23318	0.0116493861	23337	0.0133118459	23322	0.0137575129	23444	0.0159864910	23455	0.0201950456	23416	0.0209427593	23403	0.0224096109	23472	0.0224637761	23429	0.0230701482	17789	0.0249777742
135	22528	0.0391216075	22714	0.0398624763	22525	0.0424032822	22505	0.0426956457	22446	0.0439863261	22426	0.0439952203	22550	0.0453990104	22461	0.0459545851	22470	0.0477457716	22392	0.0514332851
136	15563	0.0106576465	17857	0.0188643421	196	0.0202981100	17844	0.0224487977	117	0.0251033077	172	0.0252552166	17790	0.0288044738	175	0.0310796888	17761	0.0318915215	265	0.0320764046
137	21931	0.0048716729	21852	0.0105884297	21907	0.0108503268	21845	0.0134401851	21942	0.0135813023	21850	0.0149495955	21938	0.0188412039	21967	0.0199920313	21893	0.0202077608	21901	0.0207587285
138	22045	0.0117074135	22196	0.0139160542	22235	0.0140685938	22132	0.0148270027	22128	0.0170711671	22107	0.0177395944	22177	0.0180581646	22218	0.0221963158	22189	0.0224822849	22155	0.0227435186
139	17364	0.0154526987	17362	0.0224037742	17322	0.0263430221	14813	0.0266308395	22843	0.0274154918	22738	0.0305683853	14799	0.0328501924	22778	0.0328575614	17341	0.0328843353	17396	0.0374965896
140	22801	0.0112143776	22704	0.0158282113	22665	0.0187043539	22701	0.0236307762	22601	0.0249176300	22811	0.0269036675	22677	0.0269694672	22655	0.0275940851	22805	0.0276559373	22708	0.0281582266
